,ID,nom,departement,ville,CP,type,NO2_2012,PM10_2012,PM25_2012,geometry
0,0750026W,L'Enseignement par petits groupes (Ecole secondaire privée),75,Paris 15,75015,secondaire,41.31691157579422,27.311257288455963,17.152856701612475,"c(2.2908106734441, 48.8421565600018)"
1,0750106H,Ecole technologique privée CCIP Centre des Formations Industrielles,75,Paris 20,75020,secondaire,63.68387825489045,34.04370647370816,22.69253098666668,"c(2.40580700033425, 48.8756657433978)"
2,0750132L,Ecole primaire privée Notre-Dame-Saint Roch,75,Paris 01,75001,primaire,41.50733580589294,27.03752338886261,16.614189273118974,"c(2.33270615799049, 48.8661396641722)"
3,0750136R,Ecole primaire privée Saint-Sauveur,75,Paris 02,75002,primaire,45.19734194278717,28.33159293532372,17.713481116890907,"c(2.34734689771536, 48.8668886093452)"
4,0750138T,Ecole primaire privée Sainte Geneviève du Marais,75,Paris 03,75003,primaire,40.1095464617014,26.688788735866552,16.33294147402048,"c(2.36480092620121, 48.8569700986785)"
5,0750141W,Ecole primaire privée Massillon,75,Paris 04,75004,primaire,39.80361735820771,26.76233071833849,16.382912062108517,"c(2.36311683714412, 48.8520228061988)"
6,0750142X,Ecole primaire privée Saint Jean Gabriel,75,Paris 04,75004,primaire,58.23738158226014,34.07306122660637,22.09251671910286,"c(2.35172741928641, 48.8589568008713)"
7,0750145A,Ecole élémentaire privée Les Francs Bourgeois,75,Paris 04,75004,primaire,62.283895104527474,34.944372485280034,23.0311473813653,"c(2.36578441706958, 48.8535442911912)"
8,0750148D,Ecole primaire privée Sinaï,75,Paris 18,75018,primaire,40.633391551971435,26.30697174072265,16.04725212574005,"c(2.36600164488975, 48.8944948956878)"
9,0750149E,Ecole primaire privée Sainte Catherine,75,Paris 05,75005,primaire,38.695756070315845,26.64845850244164,16.266670434176927,"c(2.3508215170127, 48.8502758324516)"
10,0750150F,Ecole primaire privée Sainte Geneviève,75,Paris 05,75005,primaire,51.46021246910095,31.710112428665166,20.54437866210937,"c(2.3506434893413, 48.8458617156269)"
11,0750151G,Ecole primaire privée Soeur Rosalie Louise de Marillac,75,Paris 05,75005,primaire,45.15648606419563,29.228433161973953,18.3663839623332,"c(2.35623153284056, 48.8408024289818)"
12,0750153J,Ecole primaire privée Saint Victor,75,Paris 05,75005,primaire,57.752006807923316,34.03470522344112,22.50881062150001,"c(2.35355483660239, 48.8470115743346)"
13,0750154K,Ecole élémentaire privée Sévigné,75,Paris 05,75005,primaire,37.525341414101426,26.451777950441464,16.136363918101413,"c(2.33938049535103, 48.8407555246058)"
14,0750161T,Ecole primaire privée Sainte Geneviève,75,Paris 06,75006,primaire,44.244826078414924,28.899516224861145,18.103704631328586,"c(2.33137094757027, 48.8457987255781)"
15,0750164W,Ecole primaire privée Bossuet,75,Paris 06,75006,primaire,48.516782712936404,30.585452485084527,19.61635555028916,"c(2.3317005609002, 48.8480417747527)"
16,0750167Z,Ecole primaire privée Stanislas,75,Paris 06,75006,primaire,37.627091730642135,26.322895983457567,16.05696663677692,"c(2.32743548428265, 48.8444357160638)"
17,0750168A,Ecole primaire privée Sainte Marie de Sion,75,Paris 06,75006,primaire,37.504022397473456,26.37972406614572,16.09258135361597,"c(2.33232484272976, 48.8418603445955)"
18,0750169B,Ecole primaire privée Alsacienne,75,Paris 06,75006,primaire,39.75095727920532,27.26887775421143,16.831384987831115,"c(2.33381959888431, 48.8410043880873)"
19,0750171D,Ecole élémentaire privée L'Alma,75,Paris 07,75007,primaire,51.47987478852272,31.398232186436648,20.39178184807301,"c(2.30268361149813, 48.860111937288)"
20,0750175H,Ecole primaire privée Saint Thomas d'Aquin,75,Paris 07,75007,primaire,42.837441728115074,27.948052072525023,17.350092049837112,"c(2.33023256131885, 48.8552796870927)"
21,0750176J,Ecole primaire privée Sainte Clotilde,75,Paris 07,75007,primaire,44.72135642945766,28.75606459975243,18.177199527323246,"c(2.323385395814, 48.8555910143912)"
22,0750179M,Ecole primaire privée Active Bilingue Jeannine Manuel,75,Paris 15,75015,primaire,37.269934697151186,25.748348250389103,15.706492594480515,"c(2.29496762225936, 48.8527495596264)"
23,0750182R,Collège privé Saint Louis,75,Paris 18,75018,secondaire,41.79264971613885,26.784186661243442,16.424653485417366,"c(2.3397539199419, 48.8942028711477)"
24,0750185U,Ecole primaire privée Sainte Jeanne-Elisabeth,75,Paris 07,75007,primaire,38.04191386342049,26.13187986440957,15.945636872947215,"c(2.31364079601106, 48.8496779971947)"
25,0750187W,Ecole primaire privée Active Bilingue Jeannine Manuel,75,Paris 07,75007,primaire,44.71633134841919,28.571214499473573,17.931770883798603,"c(2.30726690026717, 48.847444121225)"
26,0750195E,Ecole primaire privée Saint Pierre de Chaillot,75,Paris 08,75008,primaire,38.7646419364214,26.12162212990225,15.93686961568892,"c(2.29935770218258, 48.8698504532229)"
27,0750199J,Ecole primaire privée Hattemer,75,Paris 08,75008,primaire,44.333221051096906,28.13679707944393,17.52644570171833,"c(2.32549152810142, 48.8784031062283)"
28,0750203N,Ecole primaire privée Fénelon-Sainte Marie,75,Paris 08,75008,primaire,40.44778321564198,26.561827678978442,16.240185090005394,"c(2.31657901928816, 48.880633274431)"
29,0750204P,Ecole maternelle privée Le Petit cours du Rocher,75,Paris 08,75008,primaire,40.053518832325935,26.399640734493733,16.10378069549799,"c(2.31925501847035, 48.8785989346967)"
30,0750206S,Ecole élementaire privée Active Bilingue Jeannine Manuel,75,Paris 15,75015,primaire,37.099629340171816,25.668725461363803,15.688252495229245,"c(2.2908939752778, 48.8477511139434)"
31,0750209V,Ecole primaire privée Notre-Dame de Lorette,75,Paris 09,75009,primaire,44.79199355661869,28.06609772413969,17.48819902896881,"c(2.34168790709411, 48.8774869106135)"
32,0750210W,Ecole primaire privée La Trinité,75,Paris 09,75009,primaire,41.47135168850421,26.899210599064826,16.510187984108924,"c(2.32780217556725, 48.8788639719907)"
33,0750212Y,Ecole primaire privée Bossuet-Notre-Dame,75,Paris 10,75010,primaire,40.75153478980064,26.463967924714087,16.143020049333572,"c(2.35074475698555, 48.874374308918)"
34,0750215B,Ecole primaire privée Saint Laurent,75,Paris 10,75010,primaire,71.4556654214859,38.394105970859535,26.071185493469237,"c(2.36291961560629, 48.8807494449495)"
35,0750218E,Ecole primaire privée Saint-Joseph,75,Paris 11,75011,primaire,40.55835463047027,26.30022971868515,16.043139832019804,"c(2.3742526104177, 48.8692509734171)"
36,0750219F,Ecole primaire privée Saint Vincent de Paul,75,Paris 10,75010,primaire,40.846912259683016,26.45616887439042,16.13921281738207,"c(2.35075704941851, 48.8789663800439)"
37,0750222J,Ecole élémentaire privée Charles Péguy,75,Paris 11,75011,primaire,58.45379510819911,33.58971706449986,22.03807771533728,"c(2.36747449155907, 48.8624019285729)"
38,0750223K,Ecole primaire privée Sainte Marguerite,75,Paris 11,75011,primaire,39.816683478783816,26.225352311348537,15.99724537830334,"c(2.37972952579161, 48.8545374287164)"
39,0750225M,Ecole primaire privée Saint Paul,75,Paris 11,75011,primaire,51.9172082901001,30.466315937042236,19.523792743682858,"c(2.37749769222703, 48.8679521614784)"
40,0750227P,Ecole primaire privée Saint Ambroise,75,Paris 11,75011,primaire,40.833355635404594,26.490826038122183,16.205474137663842,"c(2.37715210621047, 48.8635633759879)"
41,0750229S,Ecole primaire privée Fénelon-Sainte Marie,75,Paris 08,75008,primaire,40.05629009604453,26.398437169194217,16.103046353161332,"c(2.32036245699216, 48.8766977329247)"
42,0750234X,Ecole primaire privée Eugène Napoléon Saint Pierre Fourier,75,Paris 12,75012,primaire,46.20673739910126,28.294616085290908,17.74708581149578,"c(2.39159956478559, 48.848984619027)"
43,0750236Z,Ecole primaire privée Saint Michel de Picpus,75,Paris 12,75012,primaire,42.40321652889252,26.930117923021317,16.6787318700552,"c(2.40169001878382, 48.8442833138815)"
44,0750239C,Ecole primaire privée Saint Eloi,75,Paris 12,75012,primaire,46.98161840438843,28.66903376579285,18.08011054992676,"c(2.39119532003276, 48.8435774333019)"
45,0750241E,Ecole primaire privée L'Immaculée-Conception,75,Paris 12,75012,primaire,39.81718870401382,25.95403622686863,15.920941973030567,"c(2.40236229034087, 48.8423377666925)"
46,0750242F,Ecole primaire privée Cours Molière,75,Paris 12,75012,primaire,51.60539598405362,30.500475661754606,19.71931036040187,"c(2.40754141543302, 48.8359789697657)"
47,0750243G,Ecole primaire privée Saint-Esprit,75,Paris 12,75012,primaire,39.55512440204621,26.04680793762207,15.967472708821294,"c(2.3950047318476, 48.8355106035197)"
48,0750245J,Ecole Primaire Privée Saint-Marcel,75,Paris 13,75013,primaire,37.62236561775208,26.429242372512817,16.121837818622588,"c(2.35529437199489, 48.8363761014656)"
49,0750246K,Ecole primaire privée Sainte Anne Sainte Marie,75,Paris 13,75013,primaire,36.3256966304779,26.238223943710324,16.005316969156265,"c(2.34830289594459, 48.8235967963317)"
50,0750249N,Ecole primaire privée Sainte Jeanne d'Arc,75,Paris 13,75013,primaire,37.77529792547225,26.20381901025772,15.984329983592033,"c(2.37142281914136, 48.8309245369774)"
51,0750255V,Ecole primaire privée Sainte Elisabeth de Plaisance,75,Paris 14,75014,primaire,37.96577533483504,26.657940337061877,16.386953851580618,"c(2.31688647253301, 48.835259050609)"
52,0750256W,Ecole primaire privée Le Sacré-Coeur,75,Paris 14,75014,primaire,36.27733355164529,26.154740035533905,15.954391388595107,"c(2.32661204014301, 48.834028098505)"
53,0750259Z,Ecole primaire privée La Bruyère-Sainte Isabelle,75,Paris 14,75014,primaire,35.03870605707169,25.908178617954253,15.80398903250694,"c(2.31933617093177, 48.8282578962756)"
54,0750261B,Ecole primaire privée Charles de Foucauld,75,Paris 14,75014,primaire,45.86635407090186,30.018129362463952,19.306099256277086,"c(2.30905397282294, 48.8303394513978)"
55,0750263D,Ecole primaire privée Saint Louis,75,Paris 15,75015,primaire,43.63612528800965,28.42237622737885,18.01666948080063,"c(2.29795786387181, 48.8385751576925)"
56,0750265F,Ecole primaire privée Blomet,75,Paris 15,75015,primaire,53.32749922275544,31.634015995264047,20.567279727756976,"c(2.30892072566118, 48.8440900639954)"
57,0750266G,Ecole primaire privée Saint Charles,75,Paris 15,75015,primaire,36.14734242251143,25.44619281392079,15.522567344713025,"c(2.29558375032493, 48.8390297727045)"
58,0750268J,Ecole primaire privée Saint Joseph de Grenelle,75,Paris 15,75015,primaire,39.2569733607769,26.48548977255821,16.437528434395787,"c(2.29278986074574, 48.8429048596276)"
59,0750271M,Ecole primaire privée Sainte Elisabeth,75,Paris 15,75015,primaire,47.39900589466095,29.655825953483586,19.106053626537324,"c(2.28609945276399, 48.8428147560127)"
60,0750274R,Ecole élémentaire privée Ecole la Salle - Notre-Dame de la Gare,75,Paris 13,75013,primaire,37.764144716858866,26.17857183039189,15.96892914250493,"c(2.37261264241395, 48.8301977975733)"
61,0750275S,Ecole primaire privée Notre-Dame de France,75,Paris 13,75013,primaire,41.10850566625595,28.04007858812809,17.467447482943534,"c(2.3413607924318, 48.8330561618238)"
62,0750281Y,Ecole primaire privée La Croix,75,Paris 15,75015,primaire,36.9816572523117,25.802583229541785,15.739576004743574,"c(2.30782958370786, 48.839860327064)"
63,0750282Z,Ecole primaire privée Les Saints-Anges,75,Paris 15,75015,primaire,42.12620545387267,28.1551114320755,17.819628255367274,"c(2.30355629600109, 48.8350023022562)"
64,0750285C,Ecole primaire privée Lamazou,75,Paris 16,75016,primaire,34.91015381067991,24.5671224847436,15.002074578404427,"c(2.26240870257577, 48.8412410299546)"
65,0750286D,Ecole primaire privée Saint Honoré d'Eylau,75,Paris 16,75016,primaire,35.4845427678153,25.214084698176013,15.381371694421391,"c(2.27157102286537, 48.8531903987412)"
66,0750287E,Ecole primaire privée Saint François d'Eylau,75,Paris 16,75016,primaire,58.72189645528793,34.338617590665805,22.822557250857354,"c(2.28238952497046, 48.8703965551178)"
67,0750292K,Ecole primaire privée Pascal,75,Paris 16,75016,primaire,53.17678402066231,31.99775343120098,20.886749874055386,"c(2.2721539150368, 48.8669765809098)"
68,0750294M,Ecole primaire privée Saint Louis de Gonzague,75,Paris 16,75016,primaire,36.358266026782815,25.67783847033978,15.663481698930266,"c(2.28085880410866, 48.8613911634221)"
69,0750295N,Ecole primaire privée L'Assomption,75,Paris 16,75016,primaire,39.7931763792038,26.67810955524445,16.416556973457336,"c(2.29429925724406, 48.8668798703383)"
70,0750297R,Ecole primaire privée Notre-Dame des Oiseaux,75,Paris 16,75016,primaire,34.4389627847448,24.705735446121544,15.070668516969306,"c(2.26137519090493, 48.8464824800858)"
71,0750300U,Ecole primaire privée Gerson,75,Paris 16,75016,primaire,35.817017016559845,25.56268305391074,15.597256969474255,"c(2.2750547305736, 48.860714904362)"
72,0750301V,Ecole primaire privée La Providence Passy,75,Paris 16,75016,primaire,35.884224936366074,25.602551193535326,15.617556522041555,"c(2.27597064507991, 48.8619939357714)"
73,0750302W,Ecole primaire privée Les Moineaux,75,Paris 16,75116,primaire,37.478048786520965,26.00510684549809,15.887745417654516,"c(2.28734726430696, 48.8655571042217)"
74,0750305Z,Ecole primaire privée Saint Jean de Passy,75,Paris 16,75016,primaire,48.94500424921514,30.531831130683425,19.826436786055567,"c(2.27843839647491, 48.8544731269123)"
75,0750314J,Ecole primaire privée Sainte Marthe,75,Paris 17,75017,primaire,45.55376454830171,28.492435495853424,17.829646122455596,"c(2.32497538498862, 48.8929774382888)"
76,0750318N,Ecole primaire privée Sainte Ursule-Louise de Bettignies,75,Paris 17,75017,primaire,41.71562299966813,27.33757116913796,16.912238763570784,"c(2.29890470962537, 48.8861860911818)"
77,0750321S,Ecole primaire privée Blanche de Castille,75,Paris 17,75017,primaire,37.938689240813254,26.24570691883564,16.009881284832954,"c(2.28963723107396, 48.8826636321593)"
78,0750323U,Ecole primaire privée Le Sacré-Coeur,75,Paris 17,75017,primaire,40.6196890413761,26.58084879517555,16.241848136484624,"c(2.32550990039076, 48.8903553200848)"
79,0750325W,Ecole primaire privée Fénelon-Sainte Marie,75,Paris 17,75017,primaire,40.4547245168686,26.591833138465876,16.268308662176132,"c(2.31371668484573, 48.8826152218008)"
80,0750326X,Ecole élémentaire privée Sainte Marie des Batignolles,75,Paris 17,75017,primaire,40.11138745508157,26.430132825183684,16.12277166228276,"c(2.31802352447551, 48.8878847310768)"
81,0750330B,Lycée technologique privé Ecole Technique Supérieure du Laboratoire,75,Paris 13,75013,secondaire,42.935414034128186,28.092905622720714,17.5813926294446,"c(2.37318585480374, 48.8280692929835)"
82,0750337J,Ecole primaire privée Saint Jean de Montmartre,75,Paris 18,75018,primaire,48.12822610855103,29.43782419204712,18.667002582550047,"c(2.33376802831488, 48.8882071957477)"
83,0750338K,Ecole primaire privée Sainte Marie,75,Paris 18,75018,primaire,47.540305483341214,28.633771740496158,17.963601144552232,"c(2.35177947142021, 48.8953063847284)"
84,0750340M,Ecole primaire privée Saint Louis,75,Paris 18,75018,primaire,41.79264971613885,26.784186661243442,16.424653485417366,"c(2.3397539199419, 48.8942028711477)"
85,0750341N,Ecole primaire privée Le Sacré-Coeur,75,Paris 18,75018,primaire,40.8162606716156,26.328487638235092,16.060377039909362,"c(2.3615139550047, 48.8937479997589)"
86,0750346U,Ecole primaire privée Saint Bernard - Sainte Marie,75,Paris 18,75018,primaire,41.05375028997659,26.416322173178195,16.124556765705346,"c(2.35625375376595, 48.888202492726)"
87,0750349X,Ecole primaire privée Saint Georges,75,Paris 19,75019,primaire,40.878497228622436,26.383311375379566,16.118499571979047,"c(2.37510836370858, 48.8811005718822)"
88,0750352A,Ecole primaire privée Saint Jean-Baptiste de Belleville,75,Paris 19,75019,primaire,40.50950031280517,26.14475637674332,15.948300892114641,"c(2.38360083783076, 48.8762477439932)"
89,0750353B,Ecole primaire privée Sainte Thérèse,75,Paris 19,75019,primaire,42.065460956096636,26.78824046254158,16.480726321041587,"c(2.38146769064789, 48.8874450654804)"
90,0750356E,Ecole élémentaire spéciale privée Votre Ecole Chez Vous,75,Paris 11,75011,primaire,40.26343173027038,26.11402022838593,15.9295527023077,"c(2.38474412549297, 48.8614127453245)"
91,0750358G,Ecole primaire privée La Providence,75,Paris 20,75020,primaire,38.96112109601496,25.61295493394137,15.623902454376216,"c(2.40431082370652, 48.8535363421358)"
92,0750360J,Collège Claude Chappe,75,Paris 19,75019,secondaire,40.452764803171156,26.117987830042843,15.931972064971928,"c(2.38535422387236, 48.8775185218836)"
93,0750362L,Collège Beaumarchais,75,Paris 11,75011,secondaire,42.50317172408104,27.26967614531517,16.81022241771221,"c(2.36690007614292, 48.8642425471619)"
94,0750366R,Ecole primaire privée Sainte Louise,75,Paris 20,75020,primaire,40.85642089843751,26.141891283988954,15.97284328877926,"c(2.38907821211082, 48.8730723977675)"
95,0750387N,Collège Pierre Jean de Béranger,75,Paris 03,75003,secondaire,40.23918170910329,26.456570461606606,16.139287773584947,"c(2.36420885726323, 48.8651689938416)"
96,0750407K,Collège Rognoni,75,Paris 05,75005,secondaire,38.5166797503829,26.5871011980623,16.222542135044932,"c(2.35327491465855, 48.8482655657098)"
97,0750419Y,Lycée professionnel Mécanique automobile Camille Jenatzy,75,Paris 18,75018,secondaire,40.80147970914841,26.63951019048691,16.31497099995613,"c(2.36852901464611, 48.8998906589521)"
98,0750428H,Lycée polyvalent Jacques MONOD - Lycée des métiers des carrières sanitaires et sociales,75,Paris 05,75005,secondaire,39.92377837181091,27.124020247459413,16.687362053394317,"c(2.34219076987885, 48.8476043648305)"
99,0750429J,Collège Roland Dorgelès,75,Paris 18,75018,secondaire,48.91487773895264,29.555168714523315,18.737763204574584,"c(2.34785943227755, 48.888233510798)"
100,0750436S,Lycée professionnel Claude Anthime Corbon - Lycée des métiers de la communication et de la gestion d'entreprise,75,Paris 15,75015,secondaire,35.970102369785316,25.61429105401039,15.624717691540715,"c(2.30323519201009, 48.8363980574537)"
101,0750444A,Collège Georges Courteline,75,Paris 12,75012,secondaire,60.9904288482666,34.094626064300535,22.751721398830412,"c(2.40571900699735, 48.8440641671152)"
102,0750445B,Collège Alberto Giacometti,75,Paris 14,75014,secondaire,36.481910592317575,26.08966528087855,15.950696076452735,"c(2.31495433205686, 48.8342443006568)"
103,0750463W,Lycée polyvalent Lucas de Nehou - Lycée des métiers des arts du verre et des structures verrières,75,Paris 14,75014,secondaire,34.831716939806945,25.966874096393585,15.839793147444725,"c(2.32411182688905, 48.8252261972475)"
104,0750465Y,Collège Lucie et Raymond Aubrac,75,Paris 11,75011,secondaire,40.541921375226224,26.304214132642368,16.045350342202,"c(2.37430984446312, 48.8682314218748)"
105,0750478M,Collège Jean-Baptiste Clément,75,Paris 20,75020,secondaire,40.71356925964356,26.00755056738853,15.86460551917553,"c(2.38937509609748, 48.8699604124826)"
106,0750484U,Collège Wolfgang Amadeus Mozart,75,Paris 19,75019,secondaire,40.75134714245796,26.341174158453946,16.099985854327677,"c(2.37930262147148, 48.8895733503254)"
107,0750502N,Lycée polyvalent Maximilien Vox-arts appliqués - design de communication - industries graphiques,75,Paris 06,75006,secondaire,48.909682290554045,30.386695122718805,19.350633980035784,"c(2.33206297858167, 48.8518741662634)"
108,0750507U,Collège Georges Brassens,75,Paris 19,75019,secondaire,40.29958927631378,26.105481221675873,15.92434326171875,"c(2.38635202305476, 48.8843684281406)"
109,0750508V,Lycée professionnel Charles de Gaulle,75,Paris 20,75020,secondaire,39.639951465129855,25.807517558336254,15.742585783004762,"c(2.39737357808876, 48.8580460089118)"
110,0750523L,Section d'enseignement professionnelle du lycee polyvalent Boulle,75,Paris 12,75012,secondaire,39.808258438110364,25.8928683757782,15.794649667739868,"c(2.39150433165572, 48.8467537351453)"
111,0750525N,Collège Moulin des Prés,75,Paris 13,75013,secondaire,41.55151990890503,28.173893837928766,17.63196557998657,"c(2.35271160831387, 48.8287777612695)"
112,0750546L,Collège Georges Clémenceau,75,Paris 18,75018,secondaire,41.164865186810495,26.421148711293934,16.124550985693933,"c(2.35153597300592, 48.8890125086767)"
113,0750550R,Collège Lucie Faure,75,Paris 20,75020,secondaire,47.290348410606384,28.730057075619698,18.273334883153442,"c(2.40649940720261, 48.8509166194646)"
114,0750552T,Collège Françoise Dolto,75,Paris 20,75020,secondaire,82.5481920003891,42.47719126492737,29.807086107879876,"c(2.38689597157958, 48.8739569773117)"
115,0750553U,Lycée professionel Gaston Bachelard,75,Paris 13,75013,secondaire,36.71952526181937,26.199286156445737,15.984634701907634,"c(2.36033944033576, 48.8207145248051)"
116,0750558Z,Lycée polyvalent Paul Poiret,75,Paris 11,75011,secondaire,39.70370939574205,26.319615895557217,16.055356184649288,"c(2.37501781503592, 48.8545587785744)"
117,0750575T,Collège Sonia Delaunay,75,Paris 19,75019,secondaire,40.52359498739243,26.23015848279,16.000396103858947,"c(2.37811861236737, 48.8859393362922)"
118,0750584C,Collège Valmy,75,Paris 10,75010,secondaire,48.54236125707625,29.250582488775247,18.44953550934792,"c(2.3683088380618, 48.8816134792173)"
119,0750588G,Lycée professionnel René Cassin,75,Paris 16,75016,secondaire,50.50573010534048,30.57663199335337,19.929995739907024,"c(2.26383249187249, 48.8398953447977)"
120,0750591K,Collège Henri Matisse,75,Paris 20,75020,secondaire,40.898761463165286,26.30463062524796,16.197844588756563,"c(2.40197410189874, 48.8564565606677)"
121,0750597S,Ecole primaire privée Notre-Dame de Lourdes,75,Paris 20,75020,primaire,40.02353852417321,25.847027302291245,15.766856546765196,"c(2.39787271122982, 48.8714657813681)"
122,0750598T,Ecole primaire privée Notre-Dame de La Croix,75,Paris 20,75020,primaire,40.69631261706353,25.98210023015737,15.870690943002698,"c(2.39493168233278, 48.8682106410677)"
123,0750599U,Ecole élémentaire privée Saint Germain de Charonne,75,Paris 20,75020,primaire,51.618504762649536,30.4735267162323,19.61516094207764,"c(2.40474101550908, 48.8610929883913)"
124,0750601W,Ecole primaire privée Lucien de Hirsch,75,Paris 19,75019,primaire,40.59211152076721,26.263644070625304,16.020822424888607,"c(2.37616952786642, 48.8798227627156)"
125,0750602X,Ecole primaire,75,Paris 15,75015,primaire,46.65757974088192,30.00938948094845,19.370077891647817,"c(2.29321431014972, 48.831801916922)"
126,0750603Y,Ecole maternelle,75,Paris 09,75009,primaire,42.50760133385658,27.322014886140817,16.863508962392807,"c(2.32857487287664, 48.8829153096265)"
127,0750604Z,Ecole maternelle,75,Paris 09,75009,primaire,55.959633499383926,31.67512151896954,20.381553864479066,"c(2.34494869516353, 48.8777557121015)"
128,0750605A,Ecole primaire,75,Paris 11,75011,primaire,51.00644049882889,30.537999242544174,19.5491601203382,"c(2.37879099268107, 48.8597550754672)"
129,0750607C,Collège Alain Fournier,75,Paris 11,75011,secondaire,47.050940517783175,28.812225581109523,18.186878016591074,"c(2.38384671453868, 48.8582298406561)"
130,0750608D,Collège Anne Frank,75,Paris 11,75011,secondaire,39.648401471376424,26.234242542386056,16.00288833975792,"c(2.37903298366814, 48.8519167032985)"
131,0750609E,Collège Paul Verlaine,75,Paris 12,75012,secondaire,38.94977962255477,26.258131335973744,16.01746004283428,"c(2.37529154583648, 48.8426401499673)"
132,0750610F,Collège Jules Verne,75,Paris 12,75012,secondaire,39.08899635076522,25.750378654003143,15.707730851769448,"c(2.39417049269164, 48.837543439523)"
133,0750611G,Collège Jean Moulin,75,Paris 14,75014,secondaire,46.64425236880779,30.1193026471138,19.061204409003263,"c(2.32842214659783, 48.8277183734011)"
134,0750612H,Lycée technologique Ecole Nationale Supérieure des Arts Appliqués,75,Paris 15,75015,secondaire,48.80269647598268,30.73083836555481,19.95181155920029,"c(2.29501832738669, 48.8336904611927)"
135,0750647W,Lycée général et technologique Turgot,75,Paris 03,75003,secondaire,66.28053674697875,36.53047845363617,24.61899126768112,"c(2.35861616998662, 48.8661383233838)"
136,0750648X,Lycée général Victor Hugo,75,Paris 03,75003,secondaire,39.92294483065605,26.627025348246093,16.274455750286574,"c(2.36316296588655, 48.8575037006112)"
137,0750650Z,Lycée polyvalent d'Alembert - Lycée des métiers de la mode et de l'esthétique,75,Paris 19,75019,secondaire,40.362856777906416,26.170339458882808,15.999597131013873,"c(2.3934456058805, 48.8882437856968)"
138,0750651A,Lycée général et technologique Simone Weil,75,Paris 03,75003,secondaire,39.992597627639775,26.50664146289229,16.17441145285964,"c(2.3640277962019, 48.8613530117556)"
139,0750652B,Lycée général Charlemagne,75,Paris 04,75004,secondaire,39.25603904924355,26.526208145427518,16.181377215194516,"c(2.36048259141608, 48.8542382521313)"
140,0750653C,Lycée général et technologique Sophie Germain,75,Paris 04,75004,secondaire,39.699094641208646,26.72049763202667,16.344093710184094,"c(2.35819076527591, 48.8548600245871)"
141,0750654D,Lycée général Henri IV,75,Paris 05,75005,secondaire,38.13570483922958,26.557757611572747,16.200232112407686,"c(2.34738327041172, 48.8463575101068)"
142,0750655E,Lycée général Louis Le Grand,75,Paris 05,75005,secondaire,66.92283943891525,38.02175614982843,25.814351499080658,"c(2.34416844560443, 48.8480055440242)"
143,0750656F,Lycée général Lavoisier,75,Paris 05,75005,secondaire,37.73756224274635,26.49395920991897,16.166454494670035,"c(2.33929472702207, 48.8423622153464)"
144,0750657G,Lycée général Montaigne,75,Paris 06,75006,secondaire,37.790398257970814,26.45796457827091,16.139357720315456,"c(2.33614443349705, 48.8441848723635)"
145,0750658H,Lycée général Saint Louis,75,Paris 06,75006,secondaire,52.87089158773422,32.015296280682094,20.604020526409148,"c(2.34169217346311, 48.8491026522759)"
146,0750660K,Lycée général Fénelon,75,Paris 06,75006,secondaire,38.72208504080773,26.548925963044173,16.194844731688498,"c(2.34078723878192, 48.8532023334546)"
147,0750662M,Lycée général Victor Duruy,75,Paris 07,75007,secondaire,44.678434833288186,28.59122727751732,17.96278887063265,"c(2.31484654440636, 48.8522912513097)"
148,0750663N,Lycée général et technologique Chaptal,75,Paris 08,75008,secondaire,76.7322774118185,40.18153025954962,27.49686334103346,"c(2.31967492406661, 48.8817346052549)"
149,0750664P,Lycée général et technologique Racine,75,Paris 08,75008,secondaire,40.196504182517536,26.446439750641584,16.138417810574175,"c(2.32229081093305, 48.8764559514548)"
150,0750667T,Lycée général Condorcet,75,Paris 09,75009,secondaire,73.96905233085154,39.03284505963326,26.524034461379053,"c(2.32681714257005, 48.874794332442)"
151,0750668U,Lycée général Jacques Decour,75,Paris 09,75009,secondaire,40.72985530614853,26.454492021799087,16.137239799499508,"c(2.3434114134423, 48.8814831208704)"
152,0750669V,Lycée général Jules Ferry,75,Paris 09,75009,secondaire,91.90746885001657,44.051993688941,28.59610666573048,"c(2.32908773900135, 48.8840684296779)"
153,0750670W,Lycée général Lamartine,75,Paris 09,75009,secondaire,48.06521375119687,29.30839152127505,18.502618498802182,"c(2.34908875146679, 48.8783691567661)"
154,0750671X,Lycée polyvalent Edgar Quinet,75,Paris 09,75009,secondaire,40.69207305684686,26.482352023944262,16.158644263073803,"c(2.33986895271188, 48.8812576934862)"
155,0750672Y,Lycée technologique Duperré Ecole Supérieure des Arts Appliqués,75,Paris 03,75003,secondaire,41.635255045890815,27.01136308193207,16.61148119270801,"c(2.36203669322918, 48.8651115684007)"
156,0750673Z,Lycée général Colbert,75,Paris 10,75010,secondaire,46.623684235811226,28.74195073664189,18.075770525932317,"c(2.36340986823141, 48.8826973029045)"
157,0750674A,Lycée technologique Jules Siegfried,75,Paris 10,75010,secondaire,44.26260683774948,27.79987399220467,17.252862973213198,"c(2.34996743584885, 48.8789773838635)"
158,0750675B,Lycée général et technologique Voltaire,75,Paris 11,75011,secondaire,46.30762690782548,28.320544713735586,17.782872437089683,"c(2.38450785576327, 48.8635285849174)"
159,0750676C,"Lycée polyvalent Dorian - Lycée des métiers de la mécatronique, de la topographie et de la verrerie",75,Paris 11,75011,secondaire,44.18562019586564,27.62067264914513,17.211610398292542,"c(2.39228800347032, 48.8543374607391)"
