,ID,nom,departement,ville,CP,type,NO2_2012,PM10_2012,PM25_2012,geometry
966,0753436C,Ecole maternelle,75,Paris 14,75014,primaire,40.308269780874255,27.601609645783906,17.1021821603179,"c(2.32200306050825, 48.8371831364462)"
967,0753452V,Ecole primaire privée Yad Mordekhaï,75,Paris 11,75011,primaire,44.86036292612554,28.109960994124414,17.588875998556613,"c(2.375306852801, 48.8678499135762)"
968,0753518S,Collège Gustave Flaubert,75,Paris 13,75013,secondaire,42.6494570875168,28.229822971224785,17.60019216924906,"c(2.36332836435033, 48.8245600257359)"
969,0753537M,Lycée technologique privé Ecole Supérieure Technique de Biologie Appliquée,75,Paris 20,75020,secondaire,40.24745509147643,26.04869427680969,15.942063588500025,"c(2.39640526514907, 48.8560985395673)"
970,0753565T,Ecole primaire,75,Paris 20,75020,primaire,40.70955407004338,26.01112594008446,15.866786615699528,"c(2.38888453009804, 48.8673858020454)"
971,0753577F,Ecole maternelle,75,Paris 16,75016,primaire,40.351776262521746,27.122603170275692,17.037778137922288,"c(2.26883614603376, 48.8541351357719)"
972,0753580J,Ecole maternelle d'application,75,Paris 17,75017,primaire,40.999891339540476,27.43366440236569,17.01709553420544,"c(2.28975319944888, 48.88825817635)"
973,0753581K,Ecole maternelle,75,Paris 18,75018,primaire,42.68862231969835,27.065342414379124,16.65323855280876,"c(2.33986542599298, 48.8916476107023)"
974,0753582L,Ecole maternelle,75,Paris 20,75020,primaire,40.31063837766648,25.940867613554,15.855919178724289,"c(2.39953714327864, 48.8701799989619)"
975,0753598D,Collège Sévigné (Ecole secondaire privée),75,Paris 05,75005,secondaire,37.525341414101426,26.451777950441464,16.136363918101413,"c(2.33938049535103, 48.8407555246058)"
976,0753647G,Ecole Alsacienne (Lycée général privé),75,Paris 06,75006,secondaire,39.75095727920532,27.26887775421143,16.831384987831115,"c(2.33381959888431, 48.8410043880873)"
977,0753737E,Ecole élémentaire B,75,Paris 18,75018,primaire,42.93357204914094,27.564558820724486,16.84760074257851,"c(2.33695672218087, 48.9002919967832)"
978,0753747R,Ecole maternelle,75,Paris 12,75012,primaire,37.73580141592772,25.33436978778802,15.454745748406276,"c(2.40924189841688, 48.8364397597586)"
979,0753809H,Lycée général privé Paul Claudel,75,Paris 07,75007,secondaire,44.781154578328135,28.6964540296793,18.140837017148737,"c(2.3196641984811, 48.856982800944)"
980,0753815P,Lycée général et technologique privé Les Petits Champs,75,Paris 19,75019,secondaire,39.86496427059174,25.936838114261626,15.821471309661865,"c(2.39148821198156, 48.8525688710806)"
981,0753818T,Cours René Réaumur (Ecole secondaire privée),75,Paris 02,75002,secondaire,55.27798882722853,32.155933949351315,20.941469209492208,"c(2.34843860110256, 48.866906248908)"
982,0753819U,Institut du Marais-Charlemagne-Pollès (Ecole secondaire privée),75,Paris 10,75010,secondaire,46.178014989495274,28.69709727793932,18.03369905561208,"c(2.36444013901292, 48.8703459295949)"
983,0753820V,Lycée général et technologique privé Les Francs Bourgeois,75,Paris 04,75004,secondaire,62.283895104527474,34.944372485280034,23.0311473813653,"c(2.36578441706958, 48.8535442911912)"
984,0753824Z,Lycée général privé Massillon,75,Paris 04,75004,secondaire,50.43436071872711,30.57667215168476,19.440780445933346,"c(2.36221355972957, 48.8515557267588)"
985,0753825A,Lycée privé pour handicapés Morvan,75,Paris 09,75009,secondaire,66.92782646775245,35.962091820240026,24.041875511407852,"c(2.3320756286075, 48.8759785386239)"
986,0753827C,Lycée général privé Louise de Marillac,75,Paris 05,75005,secondaire,45.15648606419563,29.228433161973953,18.3663839623332,"c(2.35623153284056, 48.8408024289818)"
987,0753829E,Ecole Claude Bernard (Ecole secondaire privée),75,Paris 05,75005,secondaire,44.746267294883715,29.191826624870302,18.391193771362303,"c(2.35272591904813, 48.8417782078048)"
988,0753834K,Lycée général privé Yabné,75,Paris 13,75013,secondaire,36.547176361083984,26.149145746231078,15.950979065895083,"c(2.36224208204218, 48.8179357096183)"
989,0753838P,Lycée privé Saint Sulpice,75,Paris 06,75006,secondaire,44.226358181238176,28.89983955800533,18.103901850283147,"c(2.33162283236068, 48.845602273441)"
990,0753840S,Enseignement privé Stanislas (Ecole secondaire privée),75,Paris 06,75006,secondaire,37.627091730642135,26.322895983457567,16.05696663677692,"c(2.32743548428265, 48.8444357160638)"
991,0753842U,Lycée général et technologique privé Notre-Dame de Sion,75,Paris 06,75006,secondaire,37.62879447937011,26.37157369136811,16.086659727096556,"c(2.33100640014977, 48.8437317507461)"
992,0753844W,Lycée général et technologique privé Sainte Geneviève,75,Paris 06,75006,secondaire,44.244826078414924,28.899516224861145,18.103704631328586,"c(2.33137094757027, 48.8457987255781)"
993,0753845X,Cours Montaigne (Ecole secondaire privée),75,Paris 06,75006,secondaire,47.74543018341065,30.05451292991639,19.161593198776245,"c(2.32484540035139, 48.8503065467506)"
994,0753848A,Collège d'Hulst (Ecole secondaire privée ),75,Paris 07,75007,secondaire,38.58202431723476,26.377426420152194,16.09252042397857,"c(2.32491760860561, 48.8536741486765)"
995,0753849B,Institut privé de l'Alma (Ecole secondaire privée ),75,Paris 07,75007,secondaire,51.47987478852272,31.398232186436648,20.39178184807301,"c(2.30268361149813, 48.860111937288)"
996,0753850C,Lycée général privé Saint Thomas d'Aquin,75,Paris 07,75007,secondaire,41.995393244028094,27.595824682712554,17.106843351721768,"c(2.32676649120311, 48.8541360422486)"
997,0753851D,Lycée général privé La Rochefoucauld,75,Paris 07,75007,secondaire,69.49805607795716,38.26804196834564,26.40150592327118,"c(2.30567682077677, 48.8593963685032)"
998,0753852E,Lycée général et technologique privé Sainte Jeanne Elisabeth,75,Paris 07,75007,secondaire,37.80932799151167,26.099244648027238,15.92092948060017,"c(2.31465489748421, 48.847382344858)"
999,0753854G,Collège privé Thérèse Chappuis,75,Paris 07,75007,secondaire,38.207315080016855,26.24925733735785,16.013217371311036,"c(2.31921314271857, 48.8510309928625)"
1000,0753857K,Ecole du Champ de Mars (Ecole secondaire privée),75,Paris 07,75007,secondaire,40.76429571092129,27.095720599889752,16.80574968621135,"c(2.30289741277451, 48.8560516968729)"
1001,0753859M,Cours Fidès (Ecole secondaire privée),75,Paris 07,75007,secondaire,42.066002547740936,27.497221153974532,17.11255460381508,"c(2.29627812550589, 48.8599548269923)"
1002,0753870Z,Cours Hattemer (Ecole secondaire privée),75,Paris 08,75008,secondaire,44.333221051096906,28.13679707944393,17.52644570171833,"c(2.32549152810142, 48.8784031062283)"
1003,0753873C,Lycée privé catholique Fénelon-Sainte Marie,75,Paris 08,75008,secondaire,40.00562643408776,26.388498958945274,16.09698428809643,"c(2.31789417306542, 48.8784994563077)"
1004,0753874D,Ecole Active Jeannine Manuel (Lycée général privé),75,Paris 15,75015,secondaire,37.099629340171816,25.668725461363803,15.688252495229245,"c(2.2908939752778, 48.8477511139434)"
1005,0753878H,Cours Paul Verlaine (Ecole secondaire privée),75,Paris 09,75009,secondaire,40.60106514692306,26.47036138176918,16.146919894218442,"c(2.33984503737516, 48.8792718341623)"
1006,0753883N,Lycée général privé Edgar Poe,75,Paris 10,75010,secondaire,48.4919540810585,29.58803650557995,18.718551678061484,"c(2.34798760141107, 48.8709184536282)"
1007,0753885R,Institut Rocroy Saint-Vincent de Paul  (Ecole secondaire privée),75,Paris 10,75010,secondaire,49.04029632687568,29.685900773406026,18.81670910358429,"c(2.34930881133384, 48.878653643167)"
1008,0753887T,Lycée privé Bossuet-Notre-Dame,75,Paris 10,75010,secondaire,43.96336531639099,27.81020703792572,17.28564598083496,"c(2.36322849547899, 48.8704312224153)"
1009,0753890W,Lycée général et technologique privé Charles Péguy,75,Paris 11,75011,secondaire,48.852914074063314,29.507404834628105,18.685197077095513,"c(2.37560376933757, 48.8649151142696)"
1010,0753894A,Cours Socrate (Ecole secondaire privée),75,Paris 12,75012,secondaire,39.72762901782989,25.848264712095265,15.767441435456275,"c(2.39271347846212, 48.8453110163187)"
1011,0753895B,Cours Molière (Ecole secondaire privée),75,Paris 12,75012,secondaire,51.60539598405362,30.500475661754606,19.71931036040187,"c(2.40754141543302, 48.8359789697657)"
1012,0753896C,Collège privé Sainte Clotilde,75,Paris 12,75012,secondaire,46.9136366546154,28.641588367521766,18.0633688531816,"c(2.39190791770175, 48.8429964746964)"
1013,0753897D,Lycée général privé Saint Michel de Picpus,75,Paris 12,75012,secondaire,39.40204067230224,25.71842408180237,15.688238618373868,"c(2.39651040794021, 48.842313784846)"
1014,0753898E,Ensemble scolaire Eugène Napoléon - Saint Pierre Fourier,75,Paris 12,75012,secondaire,40.04298976063728,26.52146349847317,16.231623075902462,"c(2.37580904037344, 48.8497171967478)"
1015,0753902J,Lycée général privé Notre-Dame de France,75,Paris 13,75013,secondaire,41.10850566625595,28.04007858812809,17.467447482943534,"c(2.3413607924318, 48.8330561618238)"
1016,0753908R,Collège privé La Bruyère-Sainte Isabelle,75,Paris 14,75014,secondaire,35.04048158228397,25.90150715410709,15.799919445812705,"c(2.31892514605372, 48.8284390291627)"
1017,0753911U,L'Ecole (Ecole secondaire privée),75,Paris 15,75015,secondaire,41.35616465568543,27.239921936988825,17.068422102928164,"c(2.28407384213778, 48.8471393996582)"
1018,0753915Y,Lycée général privé Blomet,75,Paris 15,75015,secondaire,53.32749922275544,31.634015995264047,20.567279727756976,"c(2.30892072566118, 48.8440900639954)"
1019,0753916Z,Lycée général privé Sainte Elisabeth,75,Paris 15,75015,secondaire,47.39900589466095,29.655825953483586,19.106053626537324,"c(2.28609945276399, 48.8428147560127)"
1020,0753919C,Lycée privé Pascal,75,Paris 16,75016,secondaire,53.17678402066231,31.99775343120098,20.886749874055386,"c(2.2721539150368, 48.8669765809098)"
1021,0753933T,Lycée privé Saint Louis de Gonzague,75,Paris 16,75016,secondaire,62.46061333417892,35.36989753246307,23.628867560625075,"c(2.28547997173331, 48.859575167)"
1022,0753935V,Lycée général privé Georges Leven,75,Paris 12,75012,secondaire,38.43308359384538,25.479075595736514,15.548476180434227,"c(2.41287825029683, 48.8424770777623)"
1023,0753936W,Collège Germaine Tillion,75,Paris 12,75012,secondaire,42.61350000858307,27.110806117057802,16.923441779017452,"c(2.41214534700365, 48.8439133485245)"
1024,0753937X,Collège Evariste Galois,75,Paris 13,75013,secondaire,36.591303755044926,26.17961021013558,15.975752347335222,"c(2.35837065780177, 48.8184474313636)"
1025,0753938Y,Collège Georges Rouault,75,Paris 19,75019,secondaire,40.180581645965574,26.179389556646353,16.02345764696598,"c(2.3990750021064, 48.8866048273221)"
1026,0753939Z,Collège Jean Perrin,75,Paris 20,75020,secondaire,38.50549201369285,25.466647756695753,15.541695138216017,"c(2.41118845404596, 48.856849403295)"
1027,0753941B,Lycée privé Gerson,75,Paris 16,75016,secondaire,35.817017016559845,25.56268305391074,15.597256969474255,"c(2.2750547305736, 48.860714904362)"
1028,0753943D,Institut La Tour (Ecole secondaire privée),75,Paris 16,75016,secondaire,36.15335281789303,25.641482311785218,15.64130446985364,"c(2.27883221595079, 48.861566933103)"
1029,0753946G,Etablissement privé Notre-Dame des Oiseaux (Ecole secondaire privée),75,Paris 16,75016,secondaire,37.30120237588883,25.778120115995414,15.914653189182287,"c(2.26338112736342, 48.8471522856791)"
1030,0753947H,Lycée privé Saint Jean de Passy,75,Paris 16,75016,secondaire,48.94500424921514,30.531831130683425,19.826436786055567,"c(2.27843839647491, 48.8544731269123)"
1031,0753948J,Institut de l'Assomption (Ecole secondaire privée),75,Paris 16,75016,secondaire,39.7931763792038,26.67810955524445,16.416556973457336,"c(2.29429925724406, 48.8668798703383)"
1032,0753959W,Lycée privé Saint Michel des Batignolles,75,Paris 17,75017,secondaire,47.633651518821715,29.352624475955963,18.53610130548477,"c(2.32624469647183, 48.8896408949879)"
1033,0753965C,Collège privé Saint Jean Gabriel,75,Paris 04,75004,secondaire,45.665918254852286,29.00278680324555,18.116739106178287,"c(2.35175222256574, 48.8593733338827)"
1034,0753967E,Collège privé Soeur Rosalie,75,Paris 05,75005,secondaire,45.15648606419563,29.228433161973953,18.3663839623332,"c(2.35623153284056, 48.8408024289818)"
1035,0753978S,Collège privé Saint Ambroise,75,Paris 11,75011,secondaire,40.833355635404594,26.490826038122183,16.205474137663842,"c(2.37715210621047, 48.8635633759879)"
1036,0753982W,Collège privé La Salle - Notre-Dame de La Gare,75,Paris 13,75013,secondaire,37.764144716858866,26.17857183039189,15.96892914250493,"c(2.37261264241395, 48.8301977975733)"
1037,0753985Z,Collège privé Sainte Marie,75,Paris 13,75013,secondaire,57.34467136859894,34.609147873520854,23.199630193412304,"c(2.35283090420194, 48.828165933337)"
1038,0753992G,Collège privé Saint Joseph,75,Paris 15,75015,secondaire,39.2569733607769,26.48548977255821,16.437528434395787,"c(2.29278986074574, 48.8429048596276)"
1039,0753996L,Collège privé Saint Honoré d'Eylau,75,Paris 16,75016,secondaire,35.4845427678153,25.214084698176013,15.381371694421391,"c(2.27157102286537, 48.8531903987412)"
1040,0754003U,Collège privé Lucien de Hirsch,75,Paris 19,75019,secondaire,40.5900494931219,26.26030235111713,16.01878394305706,"c(2.37658964654564, 48.8796963469448)"
1041,0754004V,Collège privé Saint Georges,75,Paris 19,75019,secondaire,43.60939810574054,27.47794321328401,17.029325072467326,"c(2.37456137449484, 48.881344131755)"
1042,0754005W,Collège privé Saint Germain de Charonne,75,Paris 20,75020,secondaire,51.618504762649536,30.4735267162323,19.61516094207764,"c(2.40474101550908, 48.8610929883913)"
1043,0754006X,Collège privé Notre-Dame de Lourdes,75,Paris 20,75020,secondaire,40.02353852417321,25.847027302291245,15.766856546765196,"c(2.39787271122982, 48.8714657813681)"
1044,0754007Y,Collège privé Sainte Louise,75,Paris 20,75020,secondaire,40.60052027702332,26.051033748388292,15.89113020837307,"c(2.38791915299773, 48.8723937742195)"
1045,0754008Z,Collège privé Saint Louis,75,Paris 06,75006,secondaire,65.02564230263232,36.91228685110808,24.881594954282047,"c(2.32578892944648, 48.8467926708414)"
1046,0754015G,Lycée polyvalent privé Jules Richard Microtechniques,75,Paris 19,75019,secondaire,40.446681928634646,26.112082438468928,15.928369779586795,"c(2.38567651462943, 48.8774752096476)"
1047,0754016H,Lycée polyvalent privé L'Initiative,75,Paris 19,75019,secondaire,41.857173082828524,26.776648446321488,16.445145233869553,"c(2.37459518372218, 48.8814810063702)"
1048,0754025T,Lycée polyvalent privé Saint-Nicolas - Lycée des métiers de l'électricité,75,Paris 06,75006,secondaire,65.02564230263232,36.91228685110808,24.881594954282047,"c(2.32578892944648, 48.8467926708414)"
1049,0754029X,Lycée polyvalent privé Carcado Saisseval - Lycée des métiers des activités sociales et commerciales,75,Paris 06,75006,secondaire,40.66067618131638,27.50136500000953,17.04716266095638,"c(2.32882700678252, 48.8453653779235)"
1050,0754030Y,Lycée polyvalent privé Albert de Mun,75,Paris 07,75007,secondaire,38.08090783953666,26.241176706552505,16.007118222117427,"c(2.31970857580804, 48.8497216455659)"
1051,0754037F,Lycée technologique privé La Plaine Monceau,75,Paris 08,75008,secondaire,51.735920645594604,30.996533672511568,19.916785820424558,"c(2.31593904380609, 48.8810837835382)"
1052,0754042L,Lycée polyvalent privé Le Rebours - Lycée des métiers des activités comptables et commerciales,75,Paris 13,75013,secondaire,45.42859854698181,29.504159295558928,18.681597381830212,"c(2.35043200736835, 48.8301405432182)"
1053,0754045P,Lycée polyvalent privé Catherine Labouré,75,Paris 14,75014,secondaire,36.27733355164529,26.154740035533905,15.954391388595107,"c(2.32661204014301, 48.834028098505)"
1054,0754081D,Lycée privé Sainte Ursule-Louise de Bettignies,75,Paris 17,75017,secondaire,41.86307144165039,27.235533714294434,16.806076169013973,"c(2.30748070999304, 48.8859077448759)"
1055,0754083F,Cours Carnot (Ecole secondaire privée),75,Paris 17,75017,secondaire,40.11461818218231,26.7960243165493,16.455825072526938,"c(2.29969362640706, 48.8835997290258)"
1056,0754086J,Lycée général et technologique privé Charles de Foucauld - Lycée des métiers de la vente et du commerce,75,Paris 18,75018,secondaire,40.84033456426114,26.337763883685692,16.066815712070095,"c(2.36118976403559, 48.8926023351079)"
1057,0754089M,Lycée privé pour handicapés Votre Ecole chez vous,75,Paris 11,75011,secondaire,40.26343173027038,26.11402022838593,15.9295527023077,"c(2.38474412549297, 48.8614127453245)"
1058,0754101A,Ecole privée de Dessin technique et artistique Sornas,75,Paris 01,75001,secondaire,59.41438698768616,33.69751347303391,20.770053297281265,"c(2.34183516711794, 48.8616260321271)"
1059,0754108H,Ecole privée internationale de Coiffure,75,Paris 02,75002,secondaire,52.41122182369232,31.344024732112885,20.306914165616035,"c(2.3518682471774, 48.8664814943042)"
1060,0754112M,Ecole privée de Bijouterie-Joaillerie,75,Paris 02,75002,secondaire,57.4874415397644,32.58896472454072,21.10697785615921,"c(2.34367730875197, 48.8661193892356)"
1061,0754114P,Ecole dentaire française (Ecole secondaire professionnelle privée),75,Paris 20,75020,secondaire,45.916207340955744,27.922672562599182,17.520950145423413,"c(2.39427033759264, 48.8709223938679)"
1062,0754129F,"Ecole privée Ferrandi, l'Ecole Française de Gastromie - Ecole de la CCI de la Région Paris-Ile de France",75,Paris 06,75006,secondaire,37.92500818064437,26.32419237236958,16.05814766268712,"c(2.32533161847822, 48.8475923231394)"
1063,0754163T,Institut européen de Coiffure,75,Paris 09,75009,secondaire,40.63919096946717,26.471861174106603,16.147834832668302,"c(2.34548525505858, 48.8746613341778)"
1064,0754165V,Lycée professionnel privé Coiffure Marcel Lamy,75,Paris 18,75018,secondaire,40.727844619750975,26.322236700057985,16.056563739776617,"c(2.36326063757143, 48.8944560712248)"
1065,0754168Y,Centre Marcel Lamy Coiffure-Esthétique (Ecole secondaire professionnelle privée),75,Paris 18,75018,secondaire,40.727844619750975,26.322236700057985,16.056563739776617,"c(2.36326063757143, 48.8944560712248)"
1066,0754169Z,Ecole active de Coiffure (Ecole secondaire professionnelle privée),75,Paris 10,75010,secondaire,71.45535400271416,38.390251602530476,26.068834347724923,"c(2.36333163803313, 48.8810655030815)"
1067,0754191Y,Section d'enseignement professionnel privé Notre-Dame Saint Vincent de Paul,75,Paris 13,75013,secondaire,57.34467136859894,34.609147873520854,23.199630193412304,"c(2.35283090420194, 48.828165933337)"
1068,0754239A,Lycée polyvalent privé Saint Jean de Montmartre - Lycée des métiers privé  de la vente et du commerce,75,Paris 18,75018,secondaire,48.12822610855103,29.43782419204712,18.667002582550047,"c(2.33376802831488, 48.8882071957477)"
1069,0754242D,Ecole privée Marbeuf Esthétique Elysées,75,Paris 08,75008,secondaire,39.302527642920616,26.139502473361798,15.947046597488225,"c(2.30422529188989, 48.8690865241393)"
1070,0754244F,Ecole maternelle,75,Paris 18,75018,primaire,41.14856975793838,26.73516628980636,16.370991328358652,"c(2.3303232823656, 48.893288053815)"
1071,0754253R,Collège Saint-Exupéry,75,Paris 14,75014,secondaire,45.0740299975872,29.613262922763823,18.75108986288309,"c(2.33553076667677, 48.8344979843991)"
1072,0754290F,Collège privé Ozar Hatorah,75,Paris 11,75011,secondaire,40.714629346132284,26.295342238843443,16.050878461897376,"c(2.37799958475242, 48.870216607516)"
1073,0754305X,Collège André Citroën,75,Paris 15,75015,secondaire,41.63198299407959,27.21002008914948,17.082702326774598,"c(2.27858112947499, 48.8388483944928)"
1074,0754306Y,Ecole maternelle,75,Paris 17,75017,primaire,40.13190723299981,26.549944269657136,16.231646525859833,"c(2.30763977397329, 48.888406105836)"
1075,0754307Z,Ecole primaire,75,Paris 17,75017,primaire,40.59626402854921,26.67057699412108,16.32074258327484,"c(2.31170297347286, 48.887437571006)"
1076,0754308A,Ecole primaire,75,Paris 18,75018,primaire,40.64526768326759,26.309807336330408,16.048981840908528,"c(2.36556823674265, 48.8943568031665)"
1077,0754309B,Ecole maternelle,75,Paris 19,75019,primaire,40.898398350477216,26.39105391949416,16.115453001558784,"c(2.36772735889868, 48.8871655533435)"
1078,0754310C,Ecole maternelle,75,Paris 19,75019,primaire,43.258868074417116,27.289331336021426,16.913381938934325,"c(2.39086745272173, 48.8845695523127)"
1079,0754311D,Ecole maternelle,75,Paris 12,75012,primaire,46.47359751462936,28.9818842202425,18.339309364557266,"c(2.38033573643521, 48.8447043323047)"
1080,0754312E,Ecole maternelle,75,Paris 19,75019,primaire,41.841030836105354,26.710769563913345,16.395839032530787,"c(2.37862636432148, 48.8897865794899)"
1081,0754319M,Ecole primaire privée Ozar Hatorah,75,Paris 11,75011,primaire,40.82555225193501,26.344305360615248,16.0891259534657,"c(2.37771220393075, 48.8705361773206)"
1082,0754322R,Ecole primaire,75,Paris 17,75017,primaire,49.84685878634453,30.56577337861061,19.537492204904552,"c(2.28683150691944, 48.8861039956246)"
1083,0754325U,Lycée général privé Beth Hanna,75,Paris 19,75019,secondaire,40.30799937248229,26.12159389972687,15.934171991348267,"c(2.3854435066566, 48.8854357637899)"
1084,0754338H,Centre d'Enseignement de Soins Esthétiques (Ecole secondaire professionnelle privée),75,Paris 02,75002,secondaire,40.78761155128479,26.689829496145247,16.33551580309868,"c(2.33012879067395, 48.8697118506589)"
1085,0754355B,Collège Robert Doisneau,75,Paris 20,75020,secondaire,40.67221340179443,26.03015971183777,15.878397251367572,"c(2.38802782016176, 48.8670900387748)"
1086,0754401B,Lycée autogéré,75,Paris 15,75015,,36.10343270778658,25.735000250339514,15.728660295009613,"c(2.29062690386723, 48.8341348700871)"
1087,0754405F,Section d'enseignement général et professionnel adapté du Collège Robert Doisneau,75,Paris 20,75020,secondaire,40.67221340179443,26.03015971183777,15.878397251367572,"c(2.38802782016176, 48.8670900387748)"
1088,0754407H,Ecole secondaire privée Eurécole,75,Paris 08,75179,secondaire,33.73045763373374,25.213106714189053,15.37999552860856,"c(2.25895233840874, 48.8599948194863)"
1089,0754413P,Ecole maternelle,75,Paris 18,75018,primaire,40.971563295722,26.430941938832408,16.126334716901187,"c(2.35091537883094, 48.8850799887061)"
1090,0754451F,Ecole primaire,75,Paris 13,75013,primaire,37.79205030024052,26.2166667085886,15.992167115956544,"c(2.37084352215097, 48.831291132065)"
1091,0754465W,Ecole professionnelle privée Coiffure Formul'ABC-Paris,75,Paris 10,75010,secondaire,44.45241260051727,27.80169892072677,17.268826355934145,"c(2.35342994285838, 48.8789340805549)"
1092,0754475G,Lycée polyvalent Léonard de Vinci - Lycée des métiers du bois,75,Paris 15,75015,secondaire,36.34812912225724,25.615282469987868,15.625322335362434,"c(2.30217593410659, 48.8383812922367)"
1093,0754476H,Lycée polyvalent Guillaume Tirel - Lycée des métiers de l' hotellerie et de la restauration,75,Paris 14,75014,secondaire,47.625739748477926,30.19183918476105,19.225391795039176,"c(2.33066965801776, 48.8392897001665)"
1094,0754478K,Section d'enseignement général et professionnel adapté du Collège Georges Brassens,75,Paris 19,75019,secondaire,40.29958927631378,26.105481221675873,15.92434326171875,"c(2.38635202305476, 48.8843684281406)"
1095,0754479L,Lycée général privé Ozar Hatorah,75,Paris 11,75011,secondaire,40.714629346132284,26.295342238843443,16.050878461897376,"c(2.37799958475242, 48.870216607516)"
1096,0754482P,Section d'enseignement général et professionnel adapté du Collège Jacques Prévert,75,Paris 06,75006,secondaire,39.4531820833683,26.722418605089192,16.334925388693808,"c(2.34039686713346, 48.8550798325541)"
1097,0754483R,Section d'enseignement général et professionnel adapté du Collège Giacometti,75,Paris 14,75014,secondaire,36.481910592317575,26.08966528087855,15.950696076452735,"c(2.31495433205686, 48.8342443006568)"
1098,0754486U,Ecole primaire,75,Paris 13,75013,primaire,50.137971529960645,31.407142453193664,20.272376827597622,"c(2.34316483440095, 48.8292455481552)"
1099,0754487V,Ecole primaire,75,Paris 15,75015,primaire,35.78740509271621,25.0670927298069,15.290926440954205,"c(2.27982223063744, 48.8427024832678)"
1100,0754488W,Ecole primaire,75,Paris 19,75019,primaire,41.18644094467163,26.452099055051804,16.22212028503418,"c(2.39024075499585, 48.8845195974016)"
1101,0754489X,Ecole maternelle,75,Paris 18,75018,primaire,40.74018515646458,26.44666467308998,16.132465143501758,"c(2.33905636095545, 48.886514291862)"
1102,0754490Y,Ecole maternelle,75,Paris 18,75018,primaire,40.46080344505608,26.45658834259957,16.139858909137548,"c(2.32980045212249, 48.8903569279785)"
1103,0754506R,Collège privé Bossuet-Notre-Dame,75,Paris 10,75010,secondaire,40.771567940711975,26.45051160573959,16.134811978340153,"c(2.35331504658267, 48.8767669648634)"
1104,0754528P,Collège Pilâtre de Rozier,75,Paris 11,75011,secondaire,39.79558302462101,26.038089956343175,15.883235022425652,"c(2.38719972278177, 48.8519633052931)"
1105,0754530S,Lycée polyvalent Martin Nadaud - Lycée des métiers du tertiaire administratif et de l'exploitation des transports,75,Paris 20,75020,secondaire,40.435689711570745,25.91097829341889,15.805696648359296,"c(2.39356874802284, 48.8661946203418)"
1106,0754532U,Section d'enseignement général et professionnel adapté du Collège Pilâtre de Rozier,75,Paris 11,75011,secondaire,39.79558302462101,26.038089956343175,15.883235022425652,"c(2.38719972278177, 48.8519633052931)"
1107,0754533V,Section d'enseignement général et professionnel adapté du Collège Jean-Baptiste Clément,75,Paris 20,75020,secondaire,69.5543927192688,36.73818979501724,24.84403599381447,"c(2.39088583417324, 48.8688916033534)"
1108,0754666P,Lycée général et technologique privé Passy-Saint Honoré,75,Paris 16,75016,secondaire,48.09842144608498,30.19641546726227,19.372153719067573,"c(2.28237239047995, 48.8682757905)"
1109,0754670U,Ecole primaire privée Yabné-Henri Schilli,75,Paris 13,75013,primaire,36.547176361083984,26.149145746231078,15.950979065895083,"c(2.36224208204218, 48.8179357096183)"
1110,0754672W,Cours Colbert (Ecole secondaire privée),75,Paris 13,75013,secondaire,41.6052687227726,28.079423434436322,17.48228772550821,"c(2.3421191304349, 48.8378431807273)"
1111,0754676A,Ecole Yéchiva Chaaré Thora (Ecole secondaire privée),75,Paris 19,75019,secondaire,47.61282914876938,28.92002941966057,18.23433786034584,"c(2.37250667929702, 48.8766865364881)"
1112,0754684J,Lycée général Georges Brassens,75,Paris 19,75019,secondaire,47.621221512556076,29.0472021061182,18.359793062210077,"c(2.39019865351728, 48.8838062180251)"
1113,0754686L,Ecole Professionnelle Privée Régine Ferrère Esthétique-Cosmétique,75,Paris 08,75008,secondaire,39.88533278882503,26.332085834443568,16.090322516858578,"c(2.30702404173098, 48.8721632288569)"
1114,0754688N,Ecole maternelle,75,Paris 12,75012,primaire,38.822494189739224,26.012332789897922,15.86752299726009,"c(2.38360636608608, 48.8364947713686)"
1115,0754689P,Ecole maternelle publique,75,Paris 19,75019,primaire,42.18715049982072,26.93490671753883,16.56426307797432,"c(2.37134480654675, 48.880431552494)"
1116,0754695W,Ecole élémentaire,75,Paris 18,75018,primaire,41.139715366065495,26.415381813198326,16.123033156841995,"c(2.35306458897678, 48.8890270725775)"
1117,0754699A,Ecole maternelle,75,Paris 10,75010,primaire,47.40431272625924,29.06107009470463,18.3428931760788,"c(2.36278381641236, 48.8822640931528)"
1118,0754701C,Ecole primaire privée Or Thora,75,Paris 20,75020,primaire,40.59855053424834,26.191644372642042,15.976902714818713,"c(2.38070496962321, 48.8714249551672)"
1119,0754706H,Collège Marie Curie,75,Paris 18,75018,secondaire,51.01127336025238,30.32356582105159,19.42806553125381,"c(2.35068908565191, 48.8932761069969)"
1120,0754730J,Ecole maternelle,75,Paris 18,75018,primaire,41.104271812737004,26.404265363812453,16.114642071053385,"c(2.35512627572927, 48.8898260017463)"
1121,0754737S,Ecole maternelle,75,Paris 17,75017,primaire,40.28120052814484,26.536506401002413,16.203958918899296,"c(2.32751714619171, 48.8965026938929)"
1122,0754748D,Ecole primaire privée Eurécole,75,Paris 16,75016,primaire,41.352351812124255,27.262364168167117,16.89693224608898,"c(2.29447397762174, 48.8668629134392)"
